% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
2.656	1	1	266	7	2	28	1095	0
2.665	1	2	267	6	1	28	1095	0
2.665	1	1	267	6	2	28	1095	0
2.666	1	2	267	7	1	28	1095	0
2.666	1	1	267	7	2	28	1095	0
2.675	1	2	268	6	1	28	1095	0
2.675	1	1	268	6	2	28	1095	0
2.676	1	2	268	7	1	28	1095	0
2.676	1	1	268	7	2	28	1095	0
2.685	1	2	269	6	1	28	1095	0
2.685	1	1	269	6	2	28	1095	0
2.686	1	2	269	7	1	28	1095	0
2.686	1	1	269	7	2	28	1095	0
2.695	1	2	270	6	1	28	1095	0
2.695	1	1	270	6	2	28	1095	0
2.696	1	2	270	7	1	28	1095	0
2.696	1	1	270	7	2	28	1095	0
2.705	1	2	271	6	1	28	1095	0
2.705	1	1	271	6	2	28	1095	0
2.706	1	2	271	7	1	28	1095	0
2.706	1	1	271	7	2	28	1095	0
2.715	1	2	272	6	1	28	1095	0
2.715	1	1	272	6	2	28	1095	0
2.716	1	2	272	7	1	28	1095	0
2.716	1	1	272	7	2	28	1095	0
2.725	1	2	273	6	1	28	1095	0
2.725	1	1	273	6	2	28	1095	0
2.726	1	2	273	7	1	28	1095	0
2.726	1	1	273	7	2	28	1095	0
2.735	1	2	274	6	1	28	1095	0
2.735	1	1	274	6	2	28	1095	0
2.736	1	2	274	7	1	28	1095	0
2.736	1	1	274	7	2	28	1095	0
2.745	1	2	275	6	1	28	1095	0
2.745	1	1	275	6	2	28	1095	0
2.746	1	2	275	7	1	28	1095	0
2.746	1	1	275	7	2	28	1095	0
2.755	1	2	276	6	1	28	1095	0
2.755	1	1	276	6	2	28	1095	0
2.756	1	2	276	7	1	28	1095	0
2.756	1	1	276	7	2	28	1095	0
2.765	1	2	277	6	1	28	1095	0
2.765	1	1	277	6	2	28	1095	0
2.766	1	2	277	7	1	28	1095	0
2.766	1	1	277	7	2	28	1095	0
2.775	1	2	278	6	1	28	1095	0
2.775	1	1	278	6	2	28	1095	0
2.776	1	2	278	7	1	28	1095	0
2.776	1	1	278	7	2	28	1095	0
2.785	1	2	279	6	1	28	1095	0
2.785	1	1	279	6	2	28	1095	0
2.786	1	2	279	7	1	28	1095	0
2.786	1	1	279	7	2	28	1095	0
2.795	1	2	280	6	1	28	1095	0
2.795	1	1	280	6	2	28	1095	0
2.796	1	2	280	7	1	28	1095	0
2.796	1	1	280	7	2	28	1095	0
2.805	1	2	281	6	1	28	1095	0
2.805	1	1	281	6	2	28	1095	0
2.806	1	2	281	7	1	28	1095	0
2.806	1	1	281	7	2	28	1095	0
2.815	1	2	282	6	1	28	1095	0
2.815	1	1	282	6	2	28	1095	0
2.816	1	2	282	7	1	28	1095	0
2.816	1	1	282	7	2	28	1095	0
2.825	1	2	283	6	1	28	1095	0
2.825	1	1	283	6	2	28	1095	0
2.826	1	2	283	7	1	28	1095	0
2.826	1	1	283	7	2	28	1095	0
2.835	1	2	284	6	1	28	1095	0
2.835	1	1	284	6	2	28	1095	0
2.836	1	2	284	7	1	28	1095	0
2.836	1	1	284	7	2	28	1095	0
2.845	1	2	285	6	1	28	1095	0
2.845	1	1	285	6	2	28	1095	0
2.846	1	2	285	7	1	28	1095	0
2.846	1	1	285	7	2	28	1095	0
2.855	1	2	286	6	1	28	1095	0
2.855	1	1	286	6	2	28	1095	0
2.856	1	2	286	7	1	28	1095	0
2.856	1	1	286	7	2	28	1095	0
2.865	1	2	287	6	1	28	1095	0
2.865	1	1	287	6	2	28	1095	0
2.866	1	2	287	7	1	28	1095	0
2.866	1	1	287	7	2	28	1095	0
2.875	1	2	288	6	1	28	1095	0
2.875	1	1	288	6	2	28	1095	0
2.876	1	2	288	7	1	28	1095	0
2.876	1	1	288	7	2	28	1095	0
2.885	1	2	289	6	1	28	1095	0
2.885	1	1	289	6	2	28	1095	0
2.886	1	2	289	7	1	28	1095	0
2.886	1	1	289	7	2	28	1095	0
2.895	1	2	290	6	1	28	1095	0
2.895	1	1	290	6	2	28	1095	0
2.896	1	2	290	7	1	28	1095	0
2.896	1	1	290	7	2	28	1095	0
2.905	1	2	291	6	1	28	1095	0
2.905	1	1	291	6	2	28	1095	0
2.906	1	2	291	7	1	28	1095	0
2.906	1	1	291	7	2	28	1095	0
2.915	1	2	292	6	1	28	1095	0
2.915	1	1	292	6	2	28	1095	0
2.916	1	2	292	7	1	28	1095	0
2.916	1	1	292	7	2	28	1095	0
2.925	1	2	293	6	1	28	1095	0
2.925	1	1	293	6	2	28	1095	0
2.926	1	2	293	7	1	28	1095	0
2.926	1	1	293	7	2	28	1095	0
2.935	1	2	294	6	1	28	1095	0
2.935	1	1	294	6	2	28	1095	0
2.936	1	2	294	7	1	28	1095	0
2.936	1	1	294	7	2	28	1095	0
2.945	1	2	295	6	1	28	1095	0
2.945	1	1	295	6	2	28	1095	0
2.946	1	2	295	7	1	28	1095	0
2.946	1	1	295	7	2	28	1095	0
2.955	1	2	296	6	1	28	1095	0
2.955	1	1	296	6	2	28	1095	0
2.956	1	2	296	7	1	28	1095	0
2.956	1	1	296	7	2	28	1095	0
2.965	1	2	297	6	1	28	1095	0
2.965	1	1	297	6	2	28	1095	0
2.966	1	2	297	7	1	28	1095	0
2.966	1	1	297	7	2	28	1095	0
2.975	1	2	298	6	1	28	1095	0
2.975	1	1	298	6	2	28	1095	0
2.976	1	2	298	7	1	28	1095	0
2.976	1	1	298	7	2	28	1095	0
2.985	1	2	299	6	1	28	1095	0
2.985	1	1	299	6	2	28	1095	0
2.986	1	2	299	7	1	28	1095	0
2.986	1	1	299	7	2	28	1095	0
2.995	1	2	300	6	1	28	1095	0
2.995	1	1	300	6	2	28	1095	0
2.996	1	2	300	7	1	28	1095	0
2.996	1	1	300	7	2	28	1095	0
3.005	1	2	301	6	1	28	1095	0
3.005	1	1	301	6	2	28	1095	0
3.006	1	2	301	7	1	28	1095	0
3.006	1	1	301	7	2	28	1095	0
3.015	1	2	302	6	1	28	1095	0
3.015	1	1	302	6	2	28	1095	0
3.016	1	2	302	7	1	28	1095	0
3.016	1	1	302	7	2	28	1095	0
3.025	1	2	303	6	1	28	1095	0
3.025	1	1	303	6	2	28	1095	0
3.026	1	2	303	7	1	28	1095	0
3.026	1	1	303	7	2	28	1095	0
3.035	1	2	304	6	1	28	1095	0
3.035	1	1	304	6	2	28	1095	0
3.036	1	2	304	7	1	28	1095	0
3.036	1	1	304	7	2	28	1095	0
3.045	1	2	305	6	1	28	1095	0
3.045	1	1	305	6	2	28	1095	0
3.046	1	2	305	7	1	28	1095	0
3.046	1	1	305	7	2	28	1095	0
3.055	1	2	306	6	1	28	1095	0
3.055	1	1	306	6	2	28	1095	0
3.056	1	2	306	7	1	28	1095	0
3.056	1	1	306	7	2	28	1095	0
3.065	1	2	307	6	1	28	1095	0
3.065	1	1	307	6	2	28	1095	0
3.066	1	2	307	7	1	28	1095	0
3.066	1	1	307	7	2	28	1095	0
3.075	1	2	308	6	1	28	1095	0
3.075	1	1	308	6	2	28	1095	0
3.076	1	2	308	7	1	28	1095	0
3.076	1	1	308	7	2	28	1095	0
3.085	1	2	309	6	1	28	1095	0
3.085	1	1	309	6	2	28	1095	0
3.086	1	2	309	7	1	28	1095	0
3.086	1	1	309	7	2	28	1095	0
3.095	1	2	310	6	1	28	1095	0
3.095	1	1	310	6	2	28	1095	0
3.096	1	2	310	7	1	28	1095	0
3.096	1	1	310	7	2	28	1095	0
3.105	1	2	311	6	1	28	1095	0
3.105	1	1	311	6	2	28	1095	0
3.106	1	2	311	7	1	28	1095	0
3.106	1	1	311	7	2	28	1095	0
3.115	1	2	312	6	1	28	1095	0
3.115	1	1	312	6	2	28	1095	0
3.116	1	2	312	7	1	28	1095	0
3.116	1	1	312	7	2	28	1095	0
3.125	1	2	313	6	1	28	1095	0
3.125	1	1	313	6	2	28	1095	0
3.126	1	2	313	7	1	28	1095	0
3.126	1	1	313	7	2	28	1095	0
3.135	1	2	314	6	1	28	1095	0
3.135	1	1	314	6	2	28	1095	0
3.136	1	2	314	7	1	28	1095	0
3.136	1	1	314	7	2	28	1095	0
3.145	1	2	315	6	1	28	1095	0
3.145	1	1	315	6	2	28	1095	0
3.146	1	2	315	7	1	28	1095	0
3.146	1	1	315	7	2	28	1095	0
3.155	1	2	316	6	1	28	1095	0
3.155	1	1	316	6	2	28	1095	0
3.156	1	2	316	7	1	28	1095	0
3.156	1	1	316	7	2	28	1095	0
3.165	1	2	317	6	1	28	1095	0
3.165	1	1	317	6	2	28	1095	0
3.166	1	2	317	7	1	28	1095	0
3.166	1	1	317	7	2	28	1095	0
3.175	1	2	318	6	1	28	1095	0
3.175	1	1	318	6	2	28	1095	0
3.176	1	2	318	7	1	28	1095	0
3.176	1	1	318	7	2	28	1095	0
3.185	1	2	319	6	1	28	1095	0
3.185	1	1	319	6	2	28	1095	0
3.186	1	2	319	7	1	28	1095	0
3.186	1	1	319	7	2	28	1095	0
3.195	1	2	320	6	1	28	1095	0
3.195	1	1	320	6	2	28	1095	0
3.196	1	2	320	7	1	28	1095	0
3.196	1	1	320	7	2	28	1095	0
3.205	1	2	321	6	1	28	1095	0
3.205	1	1	321	6	2	28	1095	0
3.206	1	2	321	7	1	28	1095	0
3.206	1	1	321	7	2	28	1095	0
3.215	1	2	322	6	1	28	1095	0
3.215	1	1	322	6	2	28	1095	0
3.216	1	2	322	7	1	28	1095	0
3.216	1	1	322	7	2	28	1095	0
3.225	1	2	323	6	1	28	1095	0
3.225	1	1	323	6	2	28	1095	0
3.226	1	2	323	7	1	28	1095	0
3.226	1	1	323	7	2	28	1095	0
3.235	1	2	324	6	1	28	1095	0
3.235	1	1	324	6	2	28	1095	0
3.236	1	2	324	7	1	28	1095	0
3.236	1	1	324	7	2	28	1095	0
3.245	1	2	325	6	1	28	1095	0
3.245	1	1	325	6	2	28	1095	0
3.246	1	2	325	7	1	28	1095	0
3.246	1	1	325	7	2	28	1095	0
3.255	1	2	326	6	1	28	1095	0
3.255	1	1	326	6	2	28	1095	0
3.256	1	2	326	7	1	28	1095	0
3.256	1	1	326	7	2	28	1095	0
3.265	1	2	327	6	1	28	1095	0
3.265	1	1	327	6	2	28	1095	0
3.266	1	2	327	7	1	28	1095	0
3.266	1	1	327	7	2	28	1095	0
3.275	1	2	328	6	1	28	1095	0
3.275	1	1	328	6	2	28	1095	0
3.276	1	2	328	7	1	28	1095	0
3.276	1	1	328	7	2	28	1095	0
3.285	1	2	329	6	1	28	1095	0
3.285	1	1	329	6	2	28	1095	0
3.286	1	2	329	7	1	28	1095	0
3.286	1	1	329	7	2	28	1095	0
3.295	1	2	330	6	1	28	1095	0
3.295	1	1	330	6	2	28	1095	0
3.296	1	2	330	7	1	28	1095	0
3.296	1	1	330	7	2	28	1095	0
3.305	1	2	331	6	1	28	1095	0
3.305	1	1	331	6	2	28	1095	0
3.306	1	2	331	7	1	28	1095	0
3.306	1	1	331	7	2	28	1095	0
3.315	1	2	332	6	1	28	1095	0
3.315	1	1	332	6	2	28	1095	0
3.316	1	2	332	7	1	28	1095	0
3.316	1	1	332	7	2	28	1095	0
3.325	1	2	333	6	1	28	1095	0
3.325	1	1	333	6	2	28	1095	0
3.326	1	2	333	7	1	28	1095	0
3.326	1	1	333	7	2	28	1095	0
3.335	1	2	334	6	1	28	1095	0
3.335	1	1	334	6	2	28	1095	0
3.336	1	2	334	7	1	28	1095	0
3.336	1	1	334	7	2	28	1095	0
3.345	1	2	335	6	1	28	1095	0
3.345	1	1	335	6	2	28	1095	0
3.346	1	2	335	7	1	28	1095	0
3.346	1	1	335	7	2	28	1095	0
3.355	1	2	336	6	1	28	1095	0
3.355	1	1	336	6	2	28	1095	0
3.356	1	2	336	7	1	28	1095	0
3.356	1	1	336	7	2	28	1095	0
3.365	1	2	337	6	1	28	1095	0
3.365	1	1	337	6	2	28	1095	0
3.366	1	2	337	7	1	28	1095	0
3.366	1	1	337	7	2	28	1095	0
3.375	1	2	338	6	1	28	1095	0
3.375	1	1	338	6	2	28	1095	0
3.376	1	2	338	7	1	28	1095	0
3.376	1	1	338	7	2	28	1095	0
3.385	1	2	339	6	1	28	1095	0
3.385	1	1	339	6	2	28	1095	0
3.386	1	2	339	7	1	28	1095	0
3.386	1	1	339	7	2	28	1095	0
3.395	1	2	340	6	1	28	1095	0
3.395	1	1	340	6	2	28	1095	0
3.396	1	2	340	7	1	28	1095	0
3.396	1	1	340	7	2	28	1095	0
3.405	1	2	341	6	1	28	1095	0
3.405	1	1	341	6	2	28	1095	0
3.406	1	2	341	7	1	28	1095	0
3.406	1	1	341	7	2	28	1095	0
3.415	1	2	342	6	1	28	1095	0
3.415	1	1	342	6	2	28	1095	0
3.416	1	2	342	7	1	28	1095	0
3.416	1	1	342	7	2	28	1095	0
3.425	1	2	343	6	1	28	1095	0
3.425	1	1	343	6	2	28	1095	0
3.426	1	2	343	7	1	28	1095	0
3.426	1	1	343	7	2	28	1095	0
3.435	1	2	344	6	1	28	1095	0
3.435	1	1	344	6	2	28	1095	0
3.436	1	2	344	7	1	28	1095	0
3.436	1	1	344	7	2	28	1095	0
3.445	1	2	345	6	1	28	1095	0
3.445	1	1	345	6	2	28	1095	0
3.446	1	2	345	7	1	28	1095	0
3.446	1	1	345	7	2	28	1095	0
3.455	1	2	346	6	1	28	1095	0
3.455	1	1	346	6	2	28	1095	0
3.456	1	2	346	7	1	28	1095	0
3.456	1	1	346	7	2	28	1095	0
3.465	1	2	347	6	1	28	1095	0
3.465	1	1	347	6	2	28	1095	0
3.466	1	2	347	7	1	28	1095	0
3.466	1	1	347	7	2	28	1095	0
3.475	1	2	348	6	1	28	1095	0
3.475	1	1	348	6	2	28	1095	0
3.476	1	2	348	7	1	28	1095	0
3.476	1	1	348	7	2	28	1095	0
3.485	1	2	349	6	1	28	1095	0
3.485	1	1	349	6	2	28	1095	0
3.486	1	2	349	7	1	28	1095	0
3.486	1	1	349	7	2	28	1095	0
3.495	1	2	350	6	1	28	1095	0
3.495	1	1	350	6	2	28	1095	0
3.496	1	2	350	7	1	28	1095	0
3.496	1	1	350	7	2	28	1095	0
3.505	1	2	351	6	1	28	1095	0
3.505	1	1	351	6	2	28	1095	0
3.506	1	2	351	7	1	28	1095	0
3.506	1	1	351	7	2	28	1095	0
3.515	1	2	352	6	1	28	1095	0
3.515	1	1	352	6	2	28	1095	0
3.516	1	2	352	7	1	28	1095	0
3.516	1	1	352	7	2	28	1095	0
3.525	1	2	353	6	1	28	1095	0
3.525	1	1	353	6	2	28	1095	0
3.526	1	2	353	7	1	28	1095	0
3.526	1	1	353	7	2	28	1095	0
3.535	1	2	354	6	1	28	1095	0
3.535	1	1	354	6	2	28	1095	0
3.536	1	2	354	7	1	28	1095	0
3.536	1	1	354	7	2	28	1095	0
3.545	1	2	355	6	1	28	1095	0
3.545	1	1	355	6	2	28	1095	0
3.546	1	2	355	7	1	28	1095	0
3.546	1	1	355	7	2	28	1095	0
3.555	1	2	356	6	1	28	1095	0
3.555	1	1	356	6	2	28	1095	0
3.556	1	2	356	7	1	28	1095	0
3.556	1	1	356	7	2	28	1095	0
3.565	1	2	357	6	1	28	1095	0
3.565	1	1	357	6	2	28	1095	0
3.566	1	2	357	7	1	28	1095	0
3.566	1	1	357	7	2	28	1095	0
3.575	1	2	358	6	1	28	1095	0
3.575	1	1	358	6	2	28	1095	0
3.576	1	2	358	7	1	28	1095	0
3.576	1	1	358	7	2	28	1095	0
3.585	1	2	359	6	1	28	1095	0
3.585	1	1	359	6	2	28	1095	0
3.586	1	2	359	7	1	28	1095	0
3.586	1	1	359	7	2	28	1095	0
3.595	1	2	360	6	1	28	1095	0
3.595	1	1	360	6	2	28	1095	0
3.596	1	2	360	7	1	28	1095	0
3.596	1	1	360	7	2	28	1095	0
3.605	1	2	361	6	1	28	1095	0
3.605	1	1	361	6	2	28	1095	0
3.606	1	2	361	7	1	28	1095	0
3.606	1	1	361	7	2	28	1095	0
3.615	1	2	362	6	1	28	1095	0
3.615	1	1	362	6	2	28	1095	0
3.616	1	2	362	7	1	28	1095	0
3.616	1	1	362	7	2	28	1095	0
3.625	1	2	363	6	1	28	1095	0
3.625	1	1	363	6	2	28	1095	0
3.626	1	2	363	7	1	28	1095	0
3.626	1	1	363	7	2	28	1095	0
3.635	1	2	364	6	1	28	1095	0
3.635	1	1	364	6	2	28	1095	0
3.636	1	2	364	7	1	28	1095	0
3.636	1	1	364	7	2	28	1095	0
3.645	1	2	365	6	1	28	1095	0
3.645	1	1	365	6	2	28	1095	0
3.646	1	2	365	7	1	28	1095	0
3.646	1	1	365	7	2	28	1095	0
3.655	1	2	366	6	1	28	1095	0
3.655	1	1	366	6	2	28	1095	0
3.656	1	2	366	7	1	28	1095	0
3.656	1	1	366	7	2	28	1095	0
3.665	1	2	367	6	1	28	1095	0
3.665	1	1	367	6	2	28	1095	0
3.666	1	2	367	7	1	28	1095	0
3.666	1	1	367	7	2	28	1095	0
3.675	1	2	368	6	1	28	1095	0
3.675	1	1	368	6	2	28	1095	0
3.676	1	2	368	7	1	28	1095	0
3.676	1	1	368	7	2	28	1095	0
3.685	1	2	369	6	1	28	1095	0
3.685	1	1	369	6	2	28	1095	0
3.686	1	2	369	7	1	28	1095	0
3.686	1	1	369	7	2	28	1095	0
3.695	1	2	370	6	1	28	1095	0
3.695	1	1	370	6	2	28	1095	0
3.696	1	2	370	7	1	28	1095	0
3.696	1	1	370	7	2	28	1095	0
3.705	1	2	371	6	1	28	1095	0
3.705	1	1	371	6	2	28	1095	0
3.706	1	2	371	7	1	28	1095	0
3.706	1	1	371	7	2	28	1095	0
3.715	1	2	372	6	1	28	1095	0
3.715	1	1	372	6	2	28	1095	0
3.716	1	2	372	7	1	28	1095	0
3.716	1	1	372	7	2	28	1095	0
3.725	1	2	373	6	1	28	1095	0
3.725	1	1	373	6	2	28	1095	0
3.726	1	2	373	7	1	28	1095	0
3.726	1	1	373	7	2	28	1095	0
3.735	1	2	374	6	1	28	1095	0
3.735	1	1	374	6	2	28	1095	0
3.736	1	2	374	7	1	28	1095	0
3.736	1	1	374	7	2	28	1095	0
3.745	1	2	375	6	1	28	1095	0
3.745	1	1	375	6	2	28	1095	0
3.746	1	2	375	7	1	28	1095	0
3.746	1	1	375	7	2	28	1095	0
3.755	1	2	376	6	1	28	1095	0
3.755	1	1	376	6	2	28	1095	0
3.756	1	2	376	7	1	28	1095	0
3.756	1	1	376	7	2	28	1095	0
3.765	1	2	377	6	1	28	1095	0
3.765	1	1	377	6	2	28	1095	0
3.766	1	2	377	7	1	28	1095	0
3.766	1	1	377	7	2	28	1095	0
3.775	1	2	378	6	1	28	1095	0
3.775	1	1	378	6	2	28	1095	0
3.776	1	2	378	7	1	28	1095	0
3.776	1	1	378	7	2	28	1095	0
3.785	1	2	379	6	1	28	1095	0
3.785	1	1	379	6	2	28	1095	0
3.786	1	2	379	7	1	28	1095	0
3.786	1	1	379	7	2	28	1095	0
3.795	1	2	380	6	1	28	1095	0
3.795	1	1	380	6	2	28	1095	0
3.796	1	2	380	7	1	28	1095	0
3.796	1	1	380	7	2	28	1095	0
3.805	1	2	381	6	1	28	1095	0
3.805	1	1	381	6	2	28	1095	0
3.806	1	2	381	7	1	28	1095	0
3.806	1	1	381	7	2	28	1095	0
3.815	1	2	382	6	1	28	1095	0
3.815	1	1	382	6	2	28	1095	0
3.816	1	2	382	7	1	28	1095	0
3.816	1	1	382	7	2	28	1095	0
3.825	1	2	383	6	1	28	1095	0
3.825	1	1	383	6	2	28	1095	0
3.826	1	2	383	7	1	28	1095	0
3.826	1	1	383	7	2	28	1095	0
3.835	1	2	384	6	1	28	1095	0
3.835	1	1	384	6	2	28	1095	0
3.836	1	2	384	7	1	28	1095	0
3.836	1	1	384	7	2	28	1095	0
3.845	1	2	385	6	1	28	1095	0
3.845	1	1	385	6	2	28	1095	0
3.846	1	2	385	7	1	28	1095	0
3.846	1	1	385	7	2	28	1095	0
3.855	1	2	386	6	1	28	1095	0
3.855	1	1	386	6	2	28	1095	0
3.856	1	2	386	7	1	28	1095	0
3.856	1	1	386	7	2	28	1095	0
3.865	1	2	387	6	1	28	1095	0
3.865	1	1	387	6	2	28	1095	0
3.866	1	2	387	7	1	28	1095	0
3.866	1	1	387	7	2	28	1095	0
3.875	1	2	388	6	1	28	1095	0
3.875	1	1	388	6	2	28	1095	0
3.876	1	2	388	7	1	28	1095	0
3.876	1	1	388	7	2	28	1095	0
3.885	1	2	389	6	1	28	1095	0
3.885	1	1	389	6	2	28	1095	0
3.886	1	2	389	7	1	28	1095	0
3.886	1	1	389	7	2	28	1095	0
3.895	1	2	390	6	1	28	1095	0
3.895	1	1	390	6	2	28	1095	0
3.896	1	2	390	7	1	28	1095	0
3.896	1	1	390	7	2	28	1095	0
3.905	1	2	391	6	1	28	1095	0
3.905	1	1	391	6	2	28	1095	0
3.906	1	2	391	7	1	28	1095	0
3.906	1	1	391	7	2	28	1095	0
3.915	1	2	392	6	1	28	1095	0
3.915	1	1	392	6	2	28	1095	0
3.916	1	2	392	7	1	28	1095	0
3.916	1	1	392	7	2	28	1095	0
3.925	1	2	393	6	1	28	1095	0
3.925	1	1	393	6	2	28	1095	0
3.926	1	2	393	7	1	28	1095	0
3.926	1	1	393	7	2	28	1095	0
3.935	1	2	394	6	1	28	1095	0
3.935	1	1	394	6	2	28	1095	0
3.936	1	2	394	7	1	28	1095	0
3.936	1	1	394	7	2	28	1095	0
3.945	1	2	395	6	1	28	1095	0
3.945	1	1	395	6	2	28	1095	0
3.946	1	2	395	7	1	28	1095	0
3.946	1	1	395	7	2	28	1095	0
3.955	1	2	396	6	1	28	1095	0
3.955	1	1	396	6	2	28	1095	0
3.956	1	2	396	7	1	28	1095	0
3.956	1	1	396	7	2	28	1095	0
3.965	1	2	397	6	1	28	1095	0
3.965	1	1	397	6	2	28	1095	0
3.966	1	2	397	7	1	28	1095	0
3.966	1	1	397	7	2	28	1095	0
3.975	1	2	398	6	1	28	1095	0
3.975	1	1	398	6	2	28	1095	0
3.976	1	2	398	7	1	28	1095	0
3.976	1	1	398	7	2	28	1095	0
3.985	1	2	399	6	1	28	1095	0
3.985	1	1	399	6	2	28	1095	0
3.986	1	2	399	7	1	28	1095	0
3.986	1	1	399	7	2	28	1095	0
3.995	1	2	400	6	1	28	1095	0
3.995	1	1	400	6	2	28	1095	0
3.996	1	2	400	7	1	28	1095	0
3.996	1	1	400	7	2	28	1095	0
4.005	1	2	401	6	1	28	1095	0
4.005	1	1	401	6	2	28	1095	0
4.006	1	2	401	7	1	28	1095	0
4.006	1	1	401	7	2	28	1095	0
4.015	1	2	402	6	1	28	1095	0
4.015	1	1	402	6	2	28	1095	0
4.016	1	2	402	7	1	28	1095	0
4.016	1	1	402	7	2	28	1095	0
4.025	1	2	403	6	1	28	1095	0
4.025	1	1	403	6	2	28	1095	0
4.026	1	2	403	7	1	28	1095	0
4.026	1	1	403	7	2	28	1095	0
4.035	1	2	404	6	1	28	1095	0
4.035	1	1	404	6	2	28	1095	0
4.036	1	2	404	7	1	28	1095	0
4.036	1	1	404	7	2	28	1095	0
4.045	1	2	405	6	1	28	1095	0
4.045	1	1	405	6	2	28	1095	0
4.046	1	2	405	7	1	28	1095	0
4.046	1	1	405	7	2	28	1095	0
4.055	1	2	406	6	1	28	1095	0
4.055	1	1	406	6	2	28	1095	0
4.056	1	2	406	7	1	28	1095	0
4.056	1	1	406	7	2	28	1095	0
4.065	1	2	407	6	1	28	1095	0
4.065	1	1	407	6	2	28	1095	0
4.066	1	2	407	7	1	28	1095	0
4.066	1	1	407	7	2	28	1095	0
4.075	1	2	408	6	1	28	1095	0
4.075	1	1	408	6	2	28	1095	0
4.076	1	2	408	7	1	28	1095	0
4.076	1	1	408	7	2	28	1095	0
4.085	1	2	409	6	1	28	1095	0
4.085	1	1	409	6	2	28	1095	0
4.086	1	2	409	7	1	28	1095	0
4.086	1	1	409	7	2	28	1095	0
4.095	1	2	410	6	1	28	1095	0
4.095	1	1	410	6	2	28	1095	0
4.096	1	2	410	7	1	28	1095	0
4.096	1	1	410	7	2	28	1095	0
4.105	1	2	411	6	1	28	1095	0
4.105	1	1	411	6	2	28	1095	0
4.106	1	2	411	7	1	28	1095	0
4.106	1	1	411	7	2	28	1095	0
4.115	1	2	412	6	1	28	1095	0
4.115	1	1	412	6	2	28	1095	0
4.116	1	2	412	7	1	28	1095	0
4.116	1	1	412	7	2	28	1095	0
4.125	1	2	413	6	1	28	1095	0
4.125	1	1	413	6	2	28	1095	0
4.126	1	2	413	7	1	28	1095	0
4.126	1	1	413	7	2	28	1095	0
4.135	1	2	414	6	1	28	1095	0
4.135	1	1	414	6	2	28	1095	0
4.136	1	2	414	7	1	28	1095	0
4.136	1	1	414	7	2	28	1095	0
4.145	1	2	415	6	1	28	1095	0
4.145	1	1	415	6	2	28	1095	0
4.146	1	2	415	7	1	28	1095	0
4.146	1	1	415	7	2	28	1095	0
4.155	1	2	416	6	1	28	1095	0
4.155	1	1	416	6	2	28	1095	0
4.156	1	2	416	7	1	28	1095	0
4.156	1	1	416	7	2	28	1095	0
4.165	1	2	417	6	1	28	1095	0
4.165	1	1	417	6	2	28	1095	0
4.166	1	2	417	7	1	28	1095	0
4.166	1	1	417	7	2	28	1095	0
4.175	1	2	418	6	1	28	1095	0
4.175	1	1	418	6	2	28	1095	0
4.176	1	2	418	7	1	28	1095	0
4.176	1	1	418	7	2	28	1095	0
4.185	1	2	419	6	1	28	1095	0
4.185	1	1	419	6	2	28	1095	0
4.186	1	2	419	7	1	28	1095	0
4.186	1	1	419	7	2	28	1095	0
4.195	1	2	420	6	1	28	1095	0
4.195	1	1	420	6	2	28	1095	0
4.196	1	2	420	7	1	28	1095	0
4.196	1	1	420	7	2	28	1095	0
4.205	1	2	421	6	1	28	1095	0
4.205	1	1	421	6	2	28	1095	0
4.206	1	2	421	7	1	28	1095	0
4.206	1	1	421	7	2	28	1095	0
4.215	1	2	422	6	1	28	1095	0
4.215	1	1	422	6	2	28	1095	0
4.216	1	2	422	7	1	28	1095	0
4.216	1	1	422	7	2	28	1095	0
4.225	1	2	423	6	1	28	1095	0
4.225	1	1	423	6	2	28	1095	0
4.226	1	2	423	7	1	28	1095	0
4.226	1	1	423	7	2	28	1095	0
4.235	1	2	424	6	1	28	1095	0
4.235	1	1	424	6	2	28	1095	0
4.236	1	2	424	7	1	28	1095	0
4.236	1	1	424	7	2	28	1095	0
4.245	1	2	425	6	1	28	1095	0
4.245	1	1	425	6	2	28	1095	0
4.246	1	2	425	7	1	28	1095	0
4.246	1	1	425	7	2	28	1095	0
4.255	1	2	426	6	1	28	1095	0
4.255	1	1	426	6	2	28	1095	0
4.256	1	2	426	7	1	28	1095	0
4.256	1	1	426	7	2	28	1095	0
4.265	1	2	427	6	1	28	1095	0
4.265	1	1	427	6	2	28	1095	0
4.266	1	2	427	7	1	28	1095	0
4.266	1	1	427	7	2	28	1095	0
4.275	1	2	428	6	1	28	1095	0
4.275	1	1	428	6	2	28	1095	0
4.276	1	2	428	7	1	28	1095	0
4.276	1	1	428	7	2	28	1095	0
4.285	1	2	429	6	1	28	1095	0
4.285	1	1	429	6	2	28	1095	0
4.286	1	2	429	7	1	28	1095	0
4.286	1	1	429	7	2	28	1095	0
4.295	1	2	430	6	1	28	1095	0
4.295	1	1	430	6	2	28	1095	0
4.296	1	2	430	7	1	28	1095	0
4.296	1	1	430	7	2	28	1095	0
4.305	1	2	431	6	1	28	1095	0
4.305	1	1	431	6	2	28	1095	0
4.306	1	2	431	7	1	28	1095	0
4.306	1	1	431	7	2	28	1095	0
4.315	1	2	432	6	1	28	1095	0
4.315	1	1	432	6	2	28	1095	0
4.316	1	2	432	7	1	28	1095	0
4.316	1	1	432	7	2	28	1095	0
